19.933,0.56754,20.125,0.65609,-20.125,0.56315,0.52629,0.17549,0.12571,0.09278,0.061396,0.018332,68.924,21.842,1
-8.625,0.60457,-9.3917,0.74741,-3.6417,0.78998,0.50319,0.13955,0.15984,0.10586,0.071586,0.019979,0,19.894,0
-5.175,0.65733,-6.5167,0.79643,-2.6833,0.82057,0.39836,0.20116,0.18199,0.11114,0.078221,0.02912,0,13.767,0
-1.3417,0.35473,-1.3417,0.38777,14.567,0.33448,0.36281,0.17012,0.23113,0.14368,0.077924,0.014346,57.825,18.138,0
7.475,0.68762,6.325,0.68831,16.675,0.49113,0.3871,0.28068,0.12732,0.10041,0.0808,0.023699,0,14.596,0
0,0.6833,-4.6,0.78437,-1.9167,0.78819,0.32782,0.20889,0.21924,0.15387,0.069706,0.020473,0,16.561,0
9.3917,0.42201,9.5833,0.53748,15.525,0.52708,0.30589,0.2361,0.20804,0.13681,0.07978,0.033372,0,13.915,0
-5.9417,0.60723,-6.325,0.71162,-1.725,0.71115,0.29591,0.17392,0.21364,0.16883,0.1135,0.034196,0,15.936,0
-3.0667,0.37018,9.9667,0.41985,13.608,0.51208,0.24425,0.25898,0.18935,0.17319,0.09594,0.038286,0,16.226,0
-0.95833,0.4683,-6.7083,0.58928,-4.4083,0.69276,0.18981,0.10708,0.27777,0.29622,0.10067,0.028453,0,13.045,0
-0.19167,0.27667,-2.1083,0.33414,-3.2583,0.35422,0.060931,0.14632,0.35445,0.24033,0.1442,0.053779,0,17.635,0
0.19167,0.25969,-1.725,0.4895,-2.4917,0.59342,0.22769,0.18434,0.27694,0.16141,0.11254,0.037078,0,12.592,0
0,0.26261,-2.875,0.31557,-2.875,0.35216,0.13769,0.17394,0.34258,0.23265,0.084683,0.028453,0,15.541,0
-0.19167,0.26521,-0.38333,0.16693,-2.3,0.2417,0.16014,0.11349,0.22496,0.20328,0.1857,0.11242,0,22.273,0
3.0667,-0.032091,-0.95833,0.17471,-2.4917,0.28575,0.12327,0.13981,0.27877,0.21778,0.15366,0.08672,56.122,11.566,0
-1.15,0.095424,-2.3,0.45524,-2.875,0.51196,0.11369,0.25025,0.33805,0.17762,0.087039,0.033354,59.345,14.262,0
0.575,0.11636,-1.725,0.35982,-2.3,0.4864,0.13792,0.183,0.3049,0.19396,0.13508,0.045151,0,14.079,0
10.542,0.093939,8.4333,0.19193,10.542,-0.17073,0.42925,0.25592,0.16255,0.075072,0.062372,0.014836,67.707,21.876,1
10.542,0.32859,-4.7917,0.37899,6.1333,0.44956,0.27442,0.20764,0.25459,0.13997,0.10066,0.022717,0,13.388,0
-2.3,0.3739,-4.9833,0.37984,-7.2833,0.53881,0.20263,0.19017,0.33786,0.17245,0.078732,0.01816,0,13.484,0
-9.5833,0.4628,-9.5833,0.40306,-8.05,0.42741,0.20098,0.21252,0.20082,0.21844,0.14688,0.020345,0,13.955,0
-0.575,0.41499,-3.45,0.49241,-0.95833,0.42008,0.21187,0.20149,0.29858,0.15975,0.095168,0.033137,0,17.231,0
4.2167,0.41244,3.2583,0.47002,4.025,0.24181,0.18149,0.37459,0.19618,0.089674,0.1288,0.029268,52.035,18.503,0
-1.725,0.27938,-2.6833,0.30113,-2.875,0.5378,0.23052,0.21419,0.32561,0.11664,0.082577,0.030473,0,12.815,0
-0.575,0.24572,-3.45,0.26745,7.475,0.34449,0.21126,0.26495,0.28771,0.12867,0.092576,0.014828,0,14.079,0
3.2583,0.32416,2.4917,0.3774,8.4333,0.20548,0.21109,0.15632,0.25249,0.15491,0.17934,0.045843,0,14.959,0
1.15,0.30827,-1.15,0.29106,-1.725,0.21487,0.12675,0.39761,0.30147,0.1067,0.055483,0.011992,0,18.26,0
1.9167,0.28274,-1.3417,0.22104,-0.95833,0.13096,0.16118,0.283,0.39227,0.093052,0.05905,0.011457,63.848,19.592,0
-0.575,0.23055,-3.45,0.26077,0,0.29952,0.12727,0.24198,0.33564,0.13358,0.13158,0.02995,0,19.703,0
0.76667,0.41921,-1.3417,0.4733,10.542,0.18699,0.18417,0.28181,0.32916,0.11549,0.068654,0.020713,0,19.753,0
2.1083,0.1895,0.95833,0.27007,9.3917,0.39696,0.15875,0.17448,0.25478,0.21857,0.16195,0.031471,0,18.482,0
0.76667,0.27823,-1.725,0.26501,0.95833,0.08507,0.14034,0.28022,0.27157,0.15757,0.12238,0.027924,0,18.361,0
0.19167,0.42895,-0.76667,0.45064,-1.5333,0.18406,0.17675,0.22167,0.34414,0.13087,0.10014,0.026427,0,17.806,0
4.2167,0.23554,4.7917,0.020719,4.7917,0.11256,0.20817,0.35039,0.2817,0.070669,0.067307,0.021763,58.226,14.015,1
-0.38333,0.35438,-1.15,0.34477,-0.76667,0.022074,0.19479,0.22742,0.27461,0.17057,0.10533,0.027276,0,9.1055,0
-1.9167,0.2713,-2.875,0.56115,-3.45,0.066372,0.26253,0.196,0.31588,0.12325,0.076281,0.026062,0,8.8332,0
-1.3417,0.46917,-2.6833,0.5036,-2.4917,0.19214,0.21434,0.19819,0.2871,0.16099,0.10671,0.032669,0,7.8104,0
-1.3417,0.4442,-3.0667,0.28741,1.15,0.3137,0.18567,0.22122,0.32388,0.13314,0.11235,0.023734,0,9.4301,0
-0.76667,0.46727,-2.875,0.34695,1.9167,0.11912,0.21088,0.26378,0.28059,0.11001,0.093526,0.041213,0,9.5219,0
-2.875,0.30434,-3.8333,0.18748,-4.2167,0.081969,0.16485,0.22342,0.29378,0.17839,0.11655,0.023001,0,9.903,0
-0.38333,0.28741,-1.3417,0.25605,-1.725,0.20626,0.092087,0.29111,0.31848,0.1691,0.098961,0.030255,0,10.142,0
-1.15,0.31444,-4.7917,0.26051,-3.45,0.091145,0.12246,0.24342,0.35833,0.13567,0.098635,0.041485,0,9.9525,0
-0.38333,0.38778,-4.2167,0.29315,-2.1083,0.60451,0.19392,0.26073,0.21874,0.20669,0.10232,0.017601,51.878,10.129,0
-1.3417,0.47808,-3.6417,0.43192,-3.2583,0.64972,0.20021,0.23315,0.26475,0.15724,0.10744,0.037209,0,10.279,0
-1.3417,0.32375,-5.175,0.28973,-3.2583,0.37407,0.21994,0.22053,0.27503,0.19594,0.067391,0.021173,0,10.876,0
2.1083,0.18554,3.6417,0.23184,7.6667,0.071298,0.19372,0.27635,0.20883,0.2062,0.10239,0.012503,0,10.196,0
7.6667,0.25756,7.6667,0.33912,7.6667,0.2385,0.28409,0.3673,0.14723,0.11802,0.068586,0.014775,59.657,17.266,1
-0.38333,0.35812,-3.6417,0.41568,-2.6833,0.53185,0.27498,0.23202,0.28977,0.11261,0.068506,0.022116,0,12.558,0
-7.0917,0.35583,-6.5167,0.39592,-7.6667,0.46986,0.17027,0.31038,0.24023,0.12974,0.12126,0.028122,0,10.099,0
6.9,0.32886,6.1333,0.24764,6.7083,0.25161,0.11184,0.32087,0.38178,0.10313,0.065999,0.016376,63.358,18.349,1
-0.38333,0.24946,-4.6,0.11299,-2.4917,0.32763,0.25372,0.16918,0.24837,0.22439,0.082996,0.021346,0,10.345,0
0.575,0.51259,-1.15,0.40123,-1.5333,0.65332,0.14133,0.30662,0.27473,0.16384,0.088409,0.025065,0,11.257,0
7.475,0.39145,4.7917,0.3594,5.75,0.43536,0.19643,0.21319,0.24122,0.23682,0.088631,0.023715,0,10.335,0
-1.15,0.48386,-3.8333,0.54094,-2.875,0.56237,0.17567,0.23733,0.23774,0.22487,0.10183,0.022546,0,10.668,0
-0.95833,0.21229,-5.3667,0.15985,-2.6833,0.24853,0.15442,0.25584,0.25186,0.18983,0.12156,0.026497,0,10.879,0
2.1083,0.28112,2.1083,0.25186,-1.15,0.34023,0.15729,0.2212,0.37648,0.13488,0.094018,0.016136,63.203,18.978,0
0.76667,0.22674,0.575,0.25074,-1.3417,0.32699,0.12286,0.30738,0.257,0.1794,0.11335,0.020003,0,13.781,0
